Id,Label,timeset,modularity_class
"梁祝[《梁祝》小提琴协奏曲]",梁祝[《梁祝》小提琴协奏曲],,135
"索诺拉沙漠[北美洲沙漠]",索诺拉沙漠[北美洲沙漠],,145
"黄裳[金庸小说《射雕英雄传》中人物]",黄裳[金庸小说《射雕英雄传》中人物],,71
"十大元帅",十大元帅,,136
"中国人民解放军",中国人民解放军,,136
"吴卓羲",吴卓羲,,71
"张耒",张耒,,71
"龚自珍",龚自珍,,71
"枫谷",枫谷,,22
"李贺[唐代诗人]",李贺[唐代诗人],,71
"布莱克本流浪者足球俱乐部",布莱克本流浪者足球俱乐部,,104
"金俊秀[韩国艺人]",金俊秀[韩国艺人],,50
"东方神起",东方神起,,50
"尼泊尔王国",尼泊尔王国,,122
"南国农",南国农,,45
"浪漫满屋[泰国2014年萨拉萨瓦蒂·翁索姆佩奇执导电视剧]",浪漫满屋[泰国2014年萨拉萨瓦蒂·翁索姆佩奇执导电视剧],,122
"黄花沟旅游区",黄花沟旅游区,,45
QQ宠物,QQ宠物,,137
"网页",网页,,137
o2jam,o2jam,,123
"金泰希[韩国影视女演员]",金泰希[韩国影视女演员],,138
"郑智薰",郑智薰,,138
"李莞",李莞,,138
"卡塔尔",卡塔尔,,122
"孟加拉国",孟加拉国,,122
"牙刷[名词]",牙刷[名词],,139
"牙膏",牙膏,,139
"木耳粥",木耳粥,,130
"声优[配音演员]",声优[配音演员],,148
"犬夜叉[高桥留美子著作的漫画]",犬夜叉[高桥留美子著作的漫画],,140
"高桥留美子",高桥留美子,,140
"戴复古",戴复古,,97
"姜栋元",姜栋元,,141
"苏志燮",苏志燮,,141
"贝德里赫·斯美塔那",贝德里赫·斯美塔那,,55
"云南[中华人民共和国省级行政区]",云南[中华人民共和国省级行政区],,142
"昆明",昆明,,142
"海子[当代青年诗人]",海子[当代青年诗人],,71
"网易泡泡",网易泡泡,,123
"史达祖",史达祖,,145
"吴文英[南宋词人]",吴文英[南宋词人],,71
"张傲嘉",张傲嘉,,71
bravo东东[国产动画片],bravo东东[国产动画片],,148
"岳麓书院[湖南大学岳麓书院]",岳麓书院[湖南大学岳麓书院],,99
"美国职业篮球联赛最有价值球员奖",美国职业篮球联赛最有价值球员奖,,92
"董成鹏",董成鹏,,71
"元稹",元稹,,97
"晏几道",晏几道,,71
"晏殊",晏殊,,71
"嵩阳书院",嵩阳书院,,125
"王沂孙",王沂孙,,71
"阿曼[阿曼苏丹国]",阿曼[阿曼苏丹国],,122
"刘天华[中国近代民族音乐一代宗师、二胡鼻祖]",刘天华[中国近代民族音乐一代宗师、二胡鼻祖],,71
"大地[Beyond黄贯中主唱歌曲]",大地[Beyond黄贯中主唱歌曲],,105
"李光耀[新加坡国父]",李光耀[新加坡国父],,103
"中国语言文字",中国语言文字,,125
"黄庭坚",黄庭坚,,71
"冯延巳",冯延巳,,71
"黎巴嫩[黎巴嫩共和国]",黎巴嫩[黎巴嫩共和国],,122
"蒙恬[秦始皇时期的著名将领]",蒙恬[秦始皇时期的著名将领],,52
"张炎[南宋词人]",张炎[南宋词人],,71
"塞尔维亚和黑山",塞尔维亚和黑山,,143
"爱新觉罗·溥仪[清朝末代皇帝]",爱新觉罗·溥仪[清朝末代皇帝],,42
"拉齐奥足球俱乐部",拉齐奥足球俱乐部,,104
"炎亚纶",炎亚纶,,71
"臊子面",臊子面,,144
"长寿面",长寿面,,144
"巴勒斯坦[巴勒斯坦国]",巴勒斯坦[巴勒斯坦国],,122
AD[“广告”的英文缩写],AD[“广告”的英文缩写],,145
"矮人工作室",矮人工作室,,128
"刘辰翁",刘辰翁,,71
"椎名高志",椎名高志,,145
"土库曼斯坦",土库曼斯坦,,122
"立威廉",立威廉,,103
"新东方",新东方,,103
"陈坤[中国内地男演员、歌手]",陈坤[中国内地男演员、歌手],,71
"张孝祥[软件编程语言培训师]",张孝祥[软件编程语言培训师],,99
"赵佶[宋朝第八位皇帝]",赵佶[宋朝第八位皇帝],,71
"黄飞鸿[清末民初武术家]",黄飞鸿[清末民初武术家],,97
"蒙古国",蒙古国,,122
"唐禹哲",唐禹哲,,71
"孙光宪",孙光宪,,97
"约旦",约旦,,122
"王薇[香港艺人、亚洲小姐]",王薇[香港艺人、亚洲小姐],,71
"王观[宋代词人]",王观[宋代词人],,71
"吕本中[南宋诗人词人]",吕本中[南宋诗人词人],,71
"陆川[中国青年电影导演、编剧]",陆川[中国青年电影导演、编剧],,71
"青海可可西里国家级自然保护区",青海可可西里国家级自然保护区,,71
"焦裕禄[河南兰考县原县委书记]",焦裕禄[河南兰考县原县委书记],,71
"张九龄[唐朝开元年间名相]",张九龄[唐朝开元年间名相],,97
"曾巩",曾巩,,71
"孟浩然[唐代山水田园诗人]",孟浩然[唐代山水田园诗人],,71
"利兹联足球俱乐部",利兹联足球俱乐部,,104
"老挝",老挝,,122
DES,DES,,146
"对称加密算法",对称加密算法,,146
"王昌龄[唐代边塞诗人]",王昌龄[唐代边塞诗人],,71
"綦毋潜",綦毋潜,,71
"耐磨",耐磨,,130
"常建",常建,,71
"塔吉克斯坦",塔吉克斯坦,,122
"芜湖[安徽省地级市]",芜湖[安徽省地级市],,86
"孔繁森[新中国成立以来感动中国人物之一]",孔繁森[新中国成立以来感动中国人物之一],,45
kiss me[2015年萨拉萨瓦蒂·翁索姆佩奇执导电视剧],kiss me[2015年萨拉萨瓦蒂·翁索姆佩奇执导电视剧],,122
"爱新觉罗·努尔哈赤",爱新觉罗·努尔哈赤,,42
"双截棍[周杰伦创作歌曲]",双截棍[周杰伦创作歌曲],,55
"生物毒素",生物毒素,,56
"徐彦伯",徐彦伯,,71
"菜园中学",菜园中学,,125
"文莱",文莱,,122
"松赞干布[吐蕃王朝第33任赞普]",松赞干布[吐蕃王朝第33任赞普],,107
"刘三姐[壮族民间传说人物]",刘三姐[壮族民间传说人物],,147
"壮族",壮族,,147
"白宫[美国总统官邸]",白宫[美国总统官邸],,143
Flash[交互式矢量图和Web动画标准],Flash[交互式矢量图和Web动画标准],,148
"乐府诗",乐府诗,,145
"瑙鲁",瑙鲁,,54
"陈好[中国内地女演员]",陈好[中国内地女演员],,71
"陈化成",陈化成,,71
BMP[图像文件格式(Bitmap)],BMP[图像文件格式(Bitmap)],,25
"文成公主[唐朝和亲公主，松赞干布王后]",文成公主[唐朝和亲公主，松赞干布王后],,71
"斐济",斐济,,54
"胶饴",胶饴,,149
"词条",词条,,150
"红色食品",红色食品,,151
"大龙湫",大龙湫,,152
"五大夫松",五大夫松,,153
"三大污染",三大污染,,154
"奥林匹克精神",奥林匹克精神,,155
"亚健康",亚健康,,156
"磁筹",磁筹,,157
"多糖体",多糖体,,158
"萝卜腿",萝卜腿,,159
"信息化",信息化,,160
"釉质",釉质,,161
"贡丸",贡丸,,162
"代码",代码,,163
"百度百科",百度百科,,164
"回溯法",回溯法,,165
"股权分置",股权分置,,166
"绿茶[茶叶品种]",绿茶[茶叶品种],,167
"围绝经期综合征",围绝经期综合征,,168
"镜像站点",镜像站点,,169
"幻听[许嵩演唱歌曲]",幻听[许嵩演唱歌曲],,170
"馒头[中国传统食物]",馒头[中国传统食物],,171
psp[日本SONY公司开发的多功能掌机系列],psp[日本SONY公司开发的多功能掌机系列],,172
"软件[按照特定顺序组织的计算机数据和指令的集合]",软件[按照特定顺序组织的计算机数据和指令的集合],,173
"棒球[体育运动]",棒球[体育运动],,174
"诺顿[国产三维动画《画江湖之换世门生》角色]",诺顿[国产三维动画《画江湖之换世门生》角色],,175
"暴风影音[电脑版软件]",暴风影音[电脑版软件],,176
MVC框架,MVC框架,,177
"自动取款机[自动柜员机]",自动取款机[自动柜员机],,178
"乱码[汉语词语]",乱码[汉语词语],,179
"汇编语言[面向机器的程序设计语言]",汇编语言[面向机器的程序设计语言],,180
UBB代码,UBB代码,,181
"个人所得税",个人所得税,,182
"缺省",缺省,,183
"脂肪[油性物质]",脂肪[油性物质],,184
Java[计算机编程语言],Java[计算机编程语言],,185
"副本率",副本率,,186
"嵌入式开发",嵌入式开发,,187
"机器码",机器码,,188
"还原精灵",还原精灵,,189
"电骡",电骡,,190
"解压缩软件",解压缩软件,,191
"掩码",掩码,,192
"缓存",缓存,,193
"光域网",光域网,,194
"转义字符",转义字符,,195
"阿门[犹太教、基督宗教的宗教用语]",阿门[犹太教、基督宗教的宗教用语],,196
"梭哈",梭哈,,197
"过敏性鼻炎",过敏性鼻炎,,198
"磁盘碎片",磁盘碎片,,199
"赔率",赔率,,200
"可扩展标记语言",可扩展标记语言,,201
ost[原声配乐],ost[原声配乐],,202
"西汉长信宫灯",西汉长信宫灯,,203
"不二法门[汉语成语佛学词汇]",不二法门[汉语成语佛学词汇],,204
"宏[计算机术语]",宏[计算机术语],,205
"佛教四大圣地",佛教四大圣地,,206
cfo,cfo,,207
"第五类接触",第五类接触,,208
diy,diy,,209
"美国有线电视新闻网",美国有线电视新闻网,,210
"脚本[汉语词语]",脚本[汉语词语],,211
"电子公告牌系统",电子公告牌系统,,212
"吉祥三宝[布仁巴雅尔、乌日娜、英格玛演唱歌曲]",吉祥三宝[布仁巴雅尔、乌日娜、英格玛演唱歌曲],,213
"智能电子专业",智能电子专业,,214
"回魂夜[香港电影]",回魂夜[香港电影],,215
PHP[超文本预处理器],PHP[超文本预处理器],,216
"美国联邦调查局",美国联邦调查局,,217
mr.right[真命天子],mr.right[真命天子],,218
"国内生产总值",国内生产总值,,219
"demo[""demonstration""的缩写]","demo[""demonstration""的缩写]",,220
Zip[压缩文件格式],Zip[压缩文件格式],,221
"财务挂账",财务挂账,,222
"财政政策",财政政策,,223
"脱口秀",脱口秀,,224
vj,vj,,225
"拨备率",拨备率,,226
"数来宝",数来宝,,227
"隐蔽工程",隐蔽工程,,228
"虚拟明星[虚拟明星]",虚拟明星[虚拟明星],,229
"入定",入定,,230
"齐人之福",齐人之福,,231
"生物工程",生物工程,,232
"被动语态",被动语态,,233
"婴儿肥",婴儿肥,,234
"人脉[交际学名词]",人脉[交际学名词],,235
"弥散[汉语词汇]",弥散[汉语词汇],,236
"三长之制",三长之制,,237
"宾语",宾语,,238
"独立主格结构",独立主格结构,,239
"电子信息工程",电子信息工程,,240
"笔仙[2012年安兵基执导，梅婷主演惊悚电影]",笔仙[2012年安兵基执导，梅婷主演惊悚电影],,241
"弱电工程",弱电工程,,242
"麻疹",麻疹,,243
"上人",上人,,244
"采保费",采保费,,245
"足癣",足癣,,246
"代词[中文代词]",代词[中文代词],,247
"副词[英语副词]",副词[英语副词],,248
"劈腿[汉语词汇]",劈腿[汉语词汇],,249
"仙人跳[用女色骗财的圈套]",仙人跳[用女色骗财的圈套],,250
"常春藤联盟",常春藤联盟,,251
"毛丝鼠",毛丝鼠,,252
"生辰八字",生辰八字,,253
"电解质",电解质,,254
"结婚恐惧症",结婚恐惧症,,255
"净资产",净资产,,256
"工业生产总值",工业生产总值,,257
"溶血性贫血",溶血性贫血,,258
"净资产报酬率",净资产报酬率,,259
"先行词",先行词,,260
"模数化",模数化,,261
"膳食纤维",膳食纤维,,262
"同位语从句",同位语从句,,263
"株式会社",株式会社,,264
"博客[网络日志]",博客[网络日志],,265
"电离",电离,,266
"山姆大叔[代指美国]",山姆大叔[代指美国],,267
"十字军[由天主教士兵组成的军队]",十字军[由天主教士兵组成的军队],,268
"计提",计提,,269
3c[中国强制性产品认证],3c[中国强制性产品认证],,270
"陀飞轮[钟表调速装置]",陀飞轮[钟表调速装置],,271
"尤里[《红色警戒2》及《尤里的复仇》中的角色]",尤里[《红色警戒2》及《尤里的复仇》中的角色],,272
"汇票",汇票,,273
"基尼系数",基尼系数,,274
"银团包销",银团包销,,275
"音标",音标,,276
"国税",国税,,277
"速录",速录,,278
"斐波那契数列",斐波那契数列,,279
"血族[吉尔莫·德尔·托罗执导FX电视网剧集]",血族[吉尔莫·德尔·托罗执导FX电视网剧集],,280
"会计[一种经济管理工作]",会计[一种经济管理工作],,281
"伊瓜苏市",伊瓜苏市,,282
"阴阳[道家哲学思想]",阴阳[道家哲学思想],,283
"拓展训练[户外培训]",拓展训练[户外培训],,284
"物流管理[专业学科]",物流管理[专业学科],,285
"邻苯甲酰磺酰亚胺",邻苯甲酰磺酰亚胺,,286
"鳌",鳌,,287
"网游小说",网游小说,,288
"楚韵",楚韵,,289
"博斯曼法案",博斯曼法案,,290
"五十步笑百步",五十步笑百步,,291
"霸王硬上弓",霸王硬上弓,,292
"冰肌玉骨",冰肌玉骨,,293
"反越位",反越位,,294
"股份制企业",股份制企业,,295
"班驳",班驳,,296
"外挂",外挂,,297
"从善如流",从善如流,,298
"大块朵颐",大块朵颐,,299
"补丁",补丁,,300
"原罪[宗教术语]",原罪[宗教术语],,301
"成也萧何，败也萧何",成也萧何，败也萧何,,302
"参商[剑网三剧情歌]",参商[剑网三剧情歌],,303
"不置可否[汉语成语]",不置可否[汉语成语],,304
"蚩尤[上古时代九黎部落首领]",蚩尤[上古时代九黎部落首领],,305
"魑魅魍魉[汉语词语]",魑魅魍魉[汉语词语],,306
"读书笔记",读书笔记,,307
"第三代诗人",第三代诗人,,308
"营业税",营业税,,309
"升水[汉语词语]",升水[汉语词语],,310
"出线[体育名词]",出线[体育名词],,311
"歹势",歹势,,312
"碳酸氢钠",碳酸氢钠,,313
"纯文学[词语释义]",纯文学[词语释义],,314
"达摩克利斯之剑",达摩克利斯之剑,,315
"断章取义[汉语成语]",断章取义[汉语成语],,316
"反渗透",反渗透,,317
"中流砥柱",中流砥柱,,318
"增值税专用发票",增值税专用发票,,319
"世界波[精彩进球的概括]",世界波[精彩进球的概括],,320
"吹毛求疵[成语]",吹毛求疵[成语],,321
"黑马股票",黑马股票,,322
"造越位",造越位,,323
"银球[银球]",银球[银球],,324
"银球制",银球制,,325
"否尽泰来",否尽泰来,,326
"少林七十二字",少林七十二字,,327
"耳鬓厮磨",耳鬓厮磨,,328
"摩登舞",摩登舞,,329
"和气道",和气道,,330
"信托投资",信托投资,,331
"黑色家电",黑色家电,,332
"银行汇票",银行汇票,,333
"外家拳法",外家拳法,,334
"异化作用",异化作用,,335
"银行托收",银行托收,,336
"对偶婚",对偶婚,,337
"分桃",分桃,,338
"包抄",包抄,,339
"印花税",印花税,,340
"税控",税控,,341
"继发性",继发性,,342
"地下音乐",地下音乐,,343
"越位[足球比赛规则]",越位[足球比赛规则],,344
"地景艺术",地景艺术,,345
"市盈率",市盈率,,346
"现代舞",现代舞,,347
"消费税",消费税,,348
"贴现净额",贴现净额,,349
"三资企业",三资企业,,350
"分道扬镳[汉语成语]",分道扬镳[汉语成语],,351
"投资回报率",投资回报率,,352
"古道热肠[古道热肠]",古道热肠[古道热肠],,353
"返点",返点,,354
"企业所得税",企业所得税,,355
"格律诗",格律诗,,356
"白洞[特殊天体]",白洞[特殊天体],,357
"赴汤蹈火[2016年大卫·马肯兹执导美国电影]",赴汤蹈火[2016年大卫·马肯兹执导美国电影],,358
"审计[独立性的经济监督活动]",审计[独立性的经济监督活动],,359
"卓玛[藏族信奉的女神]",卓玛[藏族信奉的女神],,360
"企业家精神[企业家精神阐述]",企业家精神[企业家精神阐述],,361
Breaking,Breaking,,362
"太阳历",太阳历,,363
"内家拳法",内家拳法,,364
"古体诗",古体诗,,365
"清明节[中华民族的传统节日]",清明节[中华民族的传统节日],,366
"阿Q精神",阿Q精神,,367
"汗牛充栋",汗牛充栋,,368
"水门事件",水门事件,,369
"纳西古乐",纳西古乐,,370
"瓜田李下",瓜田李下,,371
"学习委员",学习委员,,372
"四国方案",四国方案,,373
"社会资源",社会资源,,374
"非生物因素",非生物因素,,375
"失业保险",失业保险,,376
"毛利率",毛利率,,377
"免抵退",免抵退,,378
"流水帐[流水帐]",流水帐[流水帐],,379
"三角班",三角班,,380
"纳税调整",纳税调整,,381
"情商[情绪、意志、性格、行为习惯组成的商数]",情商[情绪、意志、性格、行为习惯组成的商数],,382
"一塌糊涂bbs",一塌糊涂bbs,,383
"意识完美僻",意识完美僻,,384
"硅谷综合症",硅谷综合症,,385
"双规[特殊组织措施和调查手段]",双规[特殊组织措施和调查手段],,386
"抑郁症",抑郁症,,387
"意识流小说",意识流小说,,388
"和硕[台湾企业名称]",和硕[台湾企业名称],,389
"塔利班[伊斯兰原教旨主义运动组织]",塔利班[伊斯兰原教旨主义运动组织],,390
"表现手法",表现手法,,391
"宾语从句",宾语从句,,392
"指数级",指数级,,393
"不等式[不等式]",不等式[不等式],,394
"强迫症[神经精神疾病]",强迫症[神经精神疾病],,395
"账面价值",账面价值,,396
"催眠术[汉语词汇]",催眠术[汉语词汇],,397
"七杀[星系名称]",七杀[星系名称],,398
"总平均法",总平均法,,399
"动词不定式",动词不定式,,400
"百家争鸣[春秋战国时期历史局面]",百家争鸣[春秋战国时期历史局面],,401
"儿童孤独症",儿童孤独症,,402
"超导材料",超导材料,,403
asp程序,asp程序,,404
"反函数",反函数,,405
"对数",对数,,406
"过渡句",过渡句,,407
"哈勃半径",哈勃半径,,408
"挂马",挂马,,409
drwatson,drwatson,,410
"勾股定理",勾股定理,,411
msmsgs,msmsgs,,412
"发票",发票,,413
"单项式",单项式,,414
"傅雷家书",傅雷家书,,415
bios,bios,,416
"加权",加权,,417
DOS[DOS操作系统],DOS[DOS操作系统],,418
cmts[电缆调制解调器终端系统],cmts[电缆调制解调器终端系统],,419
"非淡泊无以明志，非宁静无以致远",非淡泊无以明志，非宁静无以致远,,420
"机油",机油,,421
"井田制",井田制,,422
"汇率",汇率,,423
"边界网关协议",边界网关协议,,424
"几何级数公式",几何级数公式,,425
"荼蘼[2016年杨丞琳主演电视剧]",荼蘼[2016年杨丞琳主演电视剧],,426
"径流",径流,,427
"祭童",祭童,,428
"磁场[物理概念]",磁场[物理概念],,429
ntfs,ntfs,,430
ftp[文件传输协议],ftp[文件传输协议],,431
"曲尺",曲尺,,432
"逆反应方向",逆反应方向,,433
"明火",明火,,434
"两性氧化物",两性氧化物,,435
"可锻性",可锻性,,436
"卵胎生",卵胎生,,437
"新界[香港三大地理分区之一]",新界[香港三大地理分区之一],,438
"民歌[音乐类别]",民歌[音乐类别],,439
"曲线[Photoshop工具、微分几何学]",曲线[Photoshop工具、微分几何学],,440
"百度知道",百度知道,,441
"六字真言",六字真言,,442
"摩尼宝珠",摩尼宝珠,,443
"木变石",木变石,,444
"慧眼[慧眼]",慧眼[慧眼],,445
"绿松石",绿松石,,446
"金刚橛",金刚橛,,447
"红玉髓",红玉髓,,448
"噶乌",噶乌,,449
"瓦斯爆炸",瓦斯爆炸,,450
"十字金刚杵",十字金刚杵,,451
"天珠[西藏天然材料制品]",天珠[西藏天然材料制品],,452
"挖墙脚",挖墙脚,,453
"青金石[稀有矿石]",青金石[稀有矿石],,454
"曼陀罗[一种被子植物门植物]",曼陀罗[一种被子植物门植物],,455
"市侩",市侩,,456
"走穴",走穴,,457
"跳槽[换工作换单位]",跳槽[换工作换单位],,458
"以儆效尤",以儆效尤,,459
"文案",文案,,460
"御宅族[亚文化爱好者]",御宅族[亚文化爱好者],,461
"逃逸塔",逃逸塔,,462
"多边主义",多边主义,,463
"招安",招安,,464
"洗钱[一种将非法所得合法化的行为]",洗钱[一种将非法所得合法化的行为],,465
"走合车",走合车,,466
"主义",主义,,467
emc[EMC公司],emc[EMC公司],,468
"伪科学",伪科学,,469
"主流社会",主流社会,,470
"厌氧菌",厌氧菌,,471
bfm,bfm,,472
"寻租",寻租,,473
"唯灵论",唯灵论,,474
"小资",小资,,475
"小隐于野大隐于市",小隐于野大隐于市,,476
"通配符",通配符,,477
"西学东渐",西学东渐,,478
"物华天宝",物华天宝,,479
"校草",校草,,480
"烟视媚行",烟视媚行,,481
"内海",内海,,482
"辎兵",辎兵,,483
"柏拉图[古希腊哲学家]",柏拉图[古希腊哲学家],,484
"员外",员外,,485
"晕轮效应",晕轮效应,,486
"信仰[汉语词语]",信仰[汉语词语],,487
"乌托邦[词语]",乌托邦[词语],,488
"汤力水",汤力水,,489
"硝水",硝水,,490
"左支右绌",左支右绌,,491
"什锦",什锦,,492
"音叉[呈]",音叉[呈],,493
"佚名[无名氏]",佚名[无名氏],,494
"生粉",生粉,,495
"绿帽子[俗语]",绿帽子[俗语],,496
"黄帝[华夏部落首领]",黄帝[华夏部落首领],,497
"氽",氽,,498
"西米[棕榈树类的树干加工制成的可食用西米淀粉]",西米[棕榈树类的树干加工制成的可食用西米淀粉],,499
"反恐精英[射击游戏系列]",反恐精英[射击游戏系列],,500
"小雅·正月",小雅·正月,,501
"烟花烫[纪念张国荣逝世一周年官方主题曲]",烟花烫[纪念张国荣逝世一周年官方主题曲],,502
"雅丹地貌",雅丹地貌,,503
"污染[汉语词语]",污染[汉语词语],,504
"酸牛奶",酸牛奶,,505
"知识经济[经济学理论概念]",知识经济[经济学理论概念],,506
logo[商标/徽标],logo[商标/徽标],,507
"瑶柱",瑶柱,,508
"信息素",信息素,,509
"重瞳",重瞳,,510
"血型",血型,,511
"梦网服务",梦网服务,,512
"刷机",刷机,,513
"十四行诗",十四行诗,,514
"软件外包",软件外包,,515
"智能手机",智能手机,,516
"炫铃",炫铃,,517
"全资子公司",全资子公司,,518
"小灵通",小灵通,,519
"授权文件",授权文件,,520
"义经[日本2005年泷泽秀明主演大河剧]",义经[日本2005年泷泽秀明主演大河剧],,521
"哥特[文学派别]",哥特[文学派别],,522
"泰坦[希腊神话中的神族]",泰坦[希腊神话中的神族],,523
"孜然[植物]",孜然[植物],,524
"羊羹[食品]",羊羹[食品],,525
"米迦勒[《圣经》中的天使长]",米迦勒[《圣经》中的天使长],,526
"漫游[移动电话业务]",漫游[移动电话业务],,527
"炼狱[人死后精炼的过程]",炼狱[人死后精炼的过程],,528
"云吞面[传统小吃]",云吞面[传统小吃],,529
"信托公司",信托公司,,530
"网页脚本",网页脚本,,531
"优化",优化,,532
"虚拟网卡",虚拟网卡,,533
"向后兼容",向后兼容,,534
"外壳程序",外壳程序,,535
"河童[民间传说中的一种两栖动物]",河童[民间传说中的一种两栖动物],,536
"水版",水版,,537
"注册机",注册机,,538
"羽化[道教词汇]",羽化[道教词汇],,539
"杀人游戏[智力类游戏]",杀人游戏[智力类游戏],,540
"迅雷[下载软件]",迅雷[下载软件],,541
"智齿[人类第三大臼齿]",智齿[人类第三大臼齿],,542
"科怀·伦纳德",科怀·伦纳德,,543
"小贴士",小贴士,,544
"香蕉水",香蕉水,,545
"色彩三要素",色彩三要素,,546
ng镜头,ng镜头,,547
"蛋彩画",蛋彩画,,548
"跑焦",跑焦,,549
"视觉艺术传达",视觉艺术传达,,550
"原创",原创,,551
"釉",釉,,552
"腌西瓜",腌西瓜,,553
"小鸟球",小鸟球,,554
"三二联防",三二联防,,555
"梗米",梗米,,556
"雅皮剧",雅皮剧,,557
"素描[素描美图]",素描[素描美图],,558
"印象派[西方绘画艺术流派]",印象派[西方绘画艺术流派],,559
"重心线",重心线,,560
"费雷罗蚊子",费雷罗蚊子,,561
"体能储备",体能储备,,562
"闪燃",闪燃,,563
"启动盘",启动盘,,564
"野球",野球,,565
"天津三绝",天津三绝,,566
"二十四孝图[鲁迅《朝花夕拾》中作品]",二十四孝图[鲁迅《朝花夕拾》中作品],,567
"艺术[文化名词]",艺术[文化名词],,568
"夜明珠[珍宝夜明珠]",夜明珠[珍宝夜明珠],,569
"秀逗魔导师[DOTA英雄]",秀逗魔导师[DOTA英雄],,570
"吴郭鱼",吴郭鱼,,571
"贴吧",贴吧,,572
"致命紫罗兰",致命紫罗兰,,573
"大满贯[术语]",大满贯[术语],,574
"光圈[摄影术语]",光圈[摄影术语],,575
"德比[体育比赛术语]",德比[体育比赛术语],,576
"七级浮屠",七级浮屠,,577
"舍宾",舍宾,,578
"千禧年",千禧年,,579
"做功",做功,,580
"轻轨",轻轨,,581
"黄老思想",黄老思想,,582
"火山孝子",火山孝子,,583
"江郎才尽",江郎才尽,,584
"囫囵吞枣",囫囵吞枣,,585
"宁静致远",宁静致远,,586
"阆苑仙葩",阆苑仙葩,,587
"蓝缕",蓝缕,,588
"色即是空[2002年尹济均执导韩国电影]",色即是空[2002年尹济均执导韩国电影],,589
"神[汉字]",神[汉字],,590
"三通[管件、管道连接件]",三通[管件、管道连接件],,591
"起解",起解,,592
"人文",人文,,593
"绝句[传统诗歌体裁]",绝句[传统诗歌体裁],,594
"盘虬卧龙",盘虬卧龙,,595
"惊鸿[汉语词汇]",惊鸿[汉语词汇],,596
"平仄",平仄,,597
"人满为患",人满为患,,598
"马骝[粤语指猴子]",马骝[粤语指猴子],,599
"弱水三千只取一瓢",弱水三千只取一瓢,,600
"美轮美奂",美轮美奂,,601
"流年[汉语词语]",流年[汉语词语],,602
"见血封喉[桑科植物又名箭毒木]",见血封喉[桑科植物又名箭毒木],,603
"六书[汉字造字方法]",六书[汉字造字方法],,604
"青梅竹马[汉语成语]",青梅竹马[汉语成语],,605
"曲突徙薪",曲突徙薪,,606
"空穴来风[汉语成语]",空穴来风[汉语成语],,607
"阡陌[汉语词语]",阡陌[汉语词语],,608
"神农架林区",神农架林区,,609
"蓬蒿",蓬蒿,,610
"买单[汉语词语]",买单[汉语词语],,611
"情何以堪[汉语成语]",情何以堪[汉语成语],,612
"目录[汉语词语]",目录[汉语词语],,613
adsl,adsl,,614
"设喻",设喻,,615
"识时务者为俊杰",识时务者为俊杰,,616
bs/cs浏览方式,bs/cs浏览方式,,617
"四书五经",四书五经,,618
"四大名绣",四大名绣,,619
"三坟五典",三坟五典,,620
"四害",四害,,621
apn,apn,,622
b2b,b2b,,623
"仕途经济",仕途经济,,624
"上穷碧落",上穷碧落,,625
"矢溺",矢溺,,626
dht网络,dht网络,,627
"饕餮[饕餮]",饕餮[饕餮],,628
"无情对",无情对,,629
"诗歌[文学体裁]",诗歌[文学体裁],,630
"拾遗[唐代谏官名]",拾遗[唐代谏官名],,631
alexa[互联网公司],alexa[互联网公司],,632
"食色性也[汉语词语]",食色性也[汉语词语],,633
"是可忍，孰不可忍",是可忍，孰不可忍,,634
"天花乱坠[成语]",天花乱坠[成语],,635
"始作俑者[汉语词语]",始作俑者[汉语词语],,636
"双百方针",双百方针,,637
icmp数据包,icmp数据包,,638
HTML,HTML,,639
"现代诗",现代诗,,640
icq,icq,,641
"显学",显学,,642
"望穿秋水[汉语成语]",望穿秋水[汉语成语],,643
"涂鸦[汉语词语]",涂鸦[汉语词语],,644
"同中书门下平章事[中国古代官职]",同中书门下平章事[中国古代官职],,645
"无欲则刚",无欲则刚,,646
"善本[出版名词]",善本[出版名词],,647
"楔子[戏曲、小说的引子]",楔子[戏曲、小说的引子],,648
"相忘于江湖[《庄子·大宗师》语句]",相忘于江湖[《庄子·大宗师》语句],,649
"犯罪心理[美国2005年托马斯·吉布森等主演犯罪连续剧]",犯罪心理[美国2005年托马斯·吉布森等主演犯罪连续剧],,650
File System Object,File System Object,,651
"歇斯底里[汉语词语]",歇斯底里[汉语词语],,652
"物极必反[汉语成语]",物极必反[汉语成语],,653
p2p软件,p2p软件,,654
"有教无类",有教无类,,655
"知其而不知其所以然",知其而不知其所以然,,656
"韵脚",韵脚,,657
rss阅读器,rss阅读器,,658
"仲间",仲间,,659
"元服",元服,,660
"脂砚斋",脂砚斋,,661
sniffer,sniffer,,662
"盈不可久",盈不可久,,663
"营妓",营妓,,664
"柱国",柱国,,665
web2.0,web2.0,,666
"拔火罐",拔火罐,,667
"射影定理",射影定理,,668
"字长",字长,,669
"血滴子[小说描写暗器]",血滴子[小说描写暗器],,670
"遗孀",遗孀,,671
"公因数",公因数,,672
pbs[硫化铅],pbs[硫化铅],,673
"潟湖",潟湖,,674
"顽主[电影]",顽主[电影],,675
ping[网络诊断工具],ping[网络诊断工具],,676
"甘草演员",甘草演员,,677
"粉碎性骨折",粉碎性骨折,,678
"超链接",超链接,,679
